Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,100nF,C_0805_2012Metric,118.5,-68.5,90.0,top
C2,100nF,C_0805_2012Metric,129.5,-66.5,-90.0,top
C3,100nF,C_0805_2012Metric,128.0,-62.0,180.0,top
D1,BAT54S,SOT-23,114.5,-74.0,0.0,top
R1,100k,R_0805_2012Metric,130.0,-73.5,180.0,top
R2,100k,R_0805_2012Metric,122.0,-73.5,0.0,top
R3,100R,R_0805_2012Metric,122.0,-68.5,-90.0,top
U1,TLV9061xDBV,SOT-23-5,127.0,-70.5,0.0,top
